InvoiceID,Branch,City,Customertype,Gender,Productline,Unitprice,Quantity,Tax5%,Total,Date,Time,Payment,cogs,grossmarginpercentage,grossincome,Rating
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,18:33:00,Credit card,178.40,4.76,8.92,6.60
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.01,525.23,2019-03-28,16:06:00,Ewallet,500.22,4.76,25.01,4.50
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,37.61,2019-01-19,12:47:00,Credit card,35.82,4.76,1.79,8.10
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,6.81,142.95,2019-02-17,13:34:00,Credit card,136.14,4.76,6.81,7.20
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.24,110.12,2019-01-18,15:04:00,Credit card,104.88,4.76,5.24,6.10
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.95,187.87,2019-02-02,20:42:00,Cash,178.92,4.76,8.95,7.10
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.78,856.45,2019-01-18,15:28:00,Cash,815.67,4.76,40.78,5.10
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.62,138.98,2019-03-18,13:45:00,Credit card,132.36,4.76,6.62,7.90
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.87,270.26,2019-01-11,20:10:00,Cash,257.39,4.76,12.87,7.40
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.67,98.03,2019-02-04,18:53:00,Ewallet,93.36,4.76,4.67,7.40
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.50,8,11.40,239.40,2019-02-06,14:24:00,Cash,228.00,4.76,11.40,6.60
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.34,175.05,2019-01-08,11:42:00,Credit card,166.71,4.76,8.34,5.90
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,2019-03-05,17:49:00,Credit card,697.40,4.76,34.87,8.90
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.45,408.49,2019-03-16,15:33:00,Ewallet,389.04,4.76,19.45,6.80
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.26,383.52,2019-03-09,10:54:00,Cash,365.26,4.76,18.26,9.30
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,4.46,93.74,2019-03-01,16:23:00,Credit card,89.28,4.76,4.46,4.40
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.00,3,8.40,176.40,2019-02-28,19:33:00,Ewallet,168.00,4.76,8.40,4.80
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.70,1,0.99,20.69,2019-02-08,11:39:00,Ewallet,19.70,4.76,0.99,9.50
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.56,557.72,2019-01-24,10:38:00,Ewallet,531.16,4.76,26.56,8.90
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.69,56.41,2019-03-01,20:03:00,Ewallet,53.72,4.76,2.69,6.40
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,40.98,860.48,2019-03-10,12:39:00,Credit card,819.50,4.76,40.98,6.00
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.20,7,28.42,596.82,2019-03-23,15:59:00,Credit card,568.40,4.76,28.42,8.10
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,14:26:00,Ewallet,587.60,4.76,29.38,9.00
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.62,769.10,2019-01-12,18:22:00,Ewallet,732.48,4.76,36.62,6.00
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.28,887.92,2019-03-20,11:32:00,Cash,845.64,4.76,42.28,9.80
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.46,408.73,2019-03-23,12:41:00,Cash,389.27,4.76,19.46,8.50
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.24,89.07,2019-01-14,15:20:00,Ewallet,84.83,4.76,4.24,8.80
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.16,150.42,2019-02-12,14:33:00,Ewallet,143.26,4.76,7.16,8.80
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.77,79.15,2019-02-20,15:29:00,Ewallet,75.38,4.76,3.77,9.50
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,12.67,266.03,2019-01-02,16:19:00,Credit card,253.36,4.76,12.67,5.60
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.92,40.34,2019-02-02,16:33:00,Cash,38.42,4.76,1.92,8.60
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.62,684.92,2019-01-08,19:07:00,Credit card,652.30,4.76,32.62,5.20
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.63,55.28,2019-01-30,14:43:00,Credit card,52.65,4.76,2.63,5.80
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.53,116.14,2019-03-26,19:28:00,Credit card,110.61,4.76,5.53,8.00
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.43,597.04,2019-01-15,20:44:00,Cash,568.61,4.76,28.43,9.00
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.46,93.74,2019-03-14,11:16:00,Ewallet,89.28,4.76,4.46,4.10
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,6.82,143.22,2019-02-03,10:31:00,Credit card,136.40,4.76,6.82,8.60
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,8.71,182.91,2019-02-22,12:30:00,Ewallet,174.20,4.76,8.71,7.00
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,2019-01-24,15:05:00,Ewallet,366.40,4.76,18.32,8.40
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,12.73,267.34,2019-01-25,18:30:00,Ewallet,254.61,4.76,12.73,7.40
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.92,817.24,2019-03-09,13:18:00,Credit card,778.32,4.76,38.92,6.20
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.30,300.22,2019-02-17,15:28:00,Ewallet,285.92,4.76,14.30,4.90
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.96,608.08,2019-01-11,11:52:00,Cash,579.12,4.76,28.96,4.50
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.43,197.93,2019-02-27,18:24:00,Ewallet,188.50,4.76,9.43,5.60
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.08,232.64,2019-03-25,15:19:00,Ewallet,221.56,4.76,11.08,8.00
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.20,10,38.60,810.60,2019-02-11,10:38:00,Credit card,772.00,4.76,38.60,5.60
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.07,757.37,2019-01-31,15:12:00,Credit card,721.30,4.76,36.07,4.20
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.55,536.59,2019-01-20,17:48:00,Ewallet,511.04,4.76,25.55,9.90
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.67,56.12,2019-03-26,11:07:00,Ewallet,53.45,4.76,2.67,7.60
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.50,4,11.10,233.10,2019-01-20,15:48:00,Credit card,222.00,4.76,11.10,6.60
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.18,801.86,2019-03-05,19:40:00,Ewallet,763.68,4.76,38.18,4.70
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.41,239.59,2019-01-05,20:30:00,Credit card,228.18,4.76,11.41,9.80
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.11,86.25,2019-02-13,13:59:00,Cash,82.14,4.76,4.11,6.30
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.13,401.69,2019-03-16,18:51:00,Cash,382.56,4.76,19.13,7.90
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,2019-01-15,17:24:00,Cash,68.58,4.76,3.43,7.70
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.11,401.27,2019-02-26,11:58:00,Ewallet,382.16,4.76,19.11,4.50
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.05,631.14,2019-02-27,19:01:00,Credit card,601.09,4.76,30.05,8.00
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,23.80,499.73,2019-02-17,16:50:00,Ewallet,475.93,4.76,23.80,5.70
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2.62,55.04,2019-02-06,10:22:00,Credit card,52.42,4.76,2.62,6.30
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.57,137.87,2019-01-17,16:46:00,Cash,131.30,4.76,6.57,6.00
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.22,151.52,2019-01-22,18:08:00,Credit card,144.30,4.76,7.22,8.00
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,22.86,480.03,2019-03-05,18:02:00,Credit card,457.17,4.76,22.86,4.20
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.67,98.05,2019-01-03,13:07:00,Cash,93.38,4.76,4.67,9.60
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.31,132.56,2019-03-20,17:52:00,Cash,126.25,4.76,6.31,6.10
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.54,830.37,2019-01-31,20:32:00,Ewallet,790.83,4.76,39.54,5.60
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.80,8,8.72,183.12,2019-02-19,19:24:00,Cash,174.40,4.76,8.72,8.30
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,18.95,397.99,2019-02-11,16:06:00,Ewallet,379.04,4.76,18.95,7.80
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.53,32.15,2019-02-05,14:14:00,Credit card,30.62,4.76,1.53,4.10
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17.60,369.68,2019-03-03,17:36:00,Cash,352.08,4.76,17.60,8.80
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2019-02-24,13:08:00,Ewallet,50.80,4.76,2.54,4.10
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.10,548.16,2019-02-04,16:09:00,Credit card,522.06,4.76,26.10,9.00
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.76,603.88,2019-02-19,11:33:00,Ewallet,575.12,4.76,28.76,5.50
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.75,57.70,2019-01-23,10:18:00,Credit card,54.95,4.76,2.75,9.30
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.07,190.48,2019-01-14,10:55:00,Credit card,181.41,4.76,9.07,5.60
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,432.99,2019-01-17,15:15:00,Ewallet,412.37,4.76,20.62,9.70
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,2.32,48.73,2019-03-03,20:06:00,Credit card,46.41,4.76,2.32,4.00
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2019-02-15,20:21:00,Credit card,274.20,4.76,13.71,9.20
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.39,2019-01-15,13:48:00,Credit card,973.70,4.76,48.69,4.90
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.60,7,32.41,680.61,2019-02-27,12:52:00,Credit card,648.20,4.76,32.41,9.30
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,4.66,97.88,2019-02-26,12:28:00,Credit card,93.22,4.76,4.66,6.60
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.72,57.08,2019-03-15,16:26:00,Ewallet,54.36,4.76,2.72,4.30
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.04,63.91,2019-01-24,13:24:00,Cash,60.87,4.76,3.04,5.50
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,12.25,257.15,2019-02-22,15:15:00,Cash,244.90,4.76,12.25,8.10
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.64,97.42,2019-03-15,10:50:00,Credit card,92.78,4.76,4.64,9.80
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.67,455.12,2019-02-11,18:38:00,Ewallet,433.45,4.76,21.67,9.40
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.90,144.96,2019-01-12,16:45:00,Ewallet,138.06,4.76,6.90,7.90
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.20,8,12.08,253.68,2019-03-03,19:30:00,Ewallet,241.60,4.76,12.08,5.10
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.59,495.32,2019-03-23,13:23:00,Ewallet,471.73,4.76,23.59,6.90
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,22.03,462.67,2019-03-04,11:27:00,Cash,440.64,4.76,22.03,8.00
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.02,714.33,2019-02-23,11:12:00,Cash,680.31,4.76,34.02,8.00
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.49,325.37,2019-03-17,16:36:00,Cash,309.88,4.76,15.49,4.20
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,195.68,2019-01-16,18:41:00,Credit card,186.36,4.76,9.32,8.50
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.05,210.97,2019-01-08,17:12:00,Cash,200.92,4.76,10.05,9.00
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.89,18.64,2019-01-14,10:38:00,Cash,17.75,4.76,0.89,8.60
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33:00,Ewallet,621.80,4.76,31.09,6.00
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.30,90.30,2019-03-15,14:38:00,Ewallet,86.00,4.76,4.30,6.20
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06:00,Credit card,402.60,4.76,20.13,5.00
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.24,341.09,2019-02-08,12:52:00,Credit card,324.85,4.76,16.24,6.50
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.76,99.91,2019-03-22,14:00:00,Cash,95.15,4.76,4.76,6.00
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,19.45,408.41,2019-01-24,10:57:00,Cash,388.96,4.76,19.45,5.00
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.28,446.96,2019-03-14,16:45:00,Ewallet,425.68,4.76,21.28,5.00
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.90,333.98,2019-01-23,11:15:00,Cash,318.08,4.76,15.90,9.20
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.55,284.59,2019-01-19,20:29:00,Ewallet,271.04,4.76,13.55,9.60
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.23,403.87,2019-01-27,20:03:00,Credit card,384.64,4.76,19.23,8.40
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35:00,Credit card,235.80,4.76,11.79,6.00
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.58,222.14,2019-03-25,16:32:00,Ewallet,211.56,4.76,10.58,6.70
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.77,100.13,2019-02-24,10:10:00,Credit card,95.36,4.76,4.77,4.10
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.51,10.68,2019-02-07,14:15:00,Cash,10.17,4.76,0.51,5.90
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,10.31,216.44,2019-03-04,10:05:00,Cash,206.13,4.76,10.31,8.70
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.03,441.59,2019-02-14,11:36:00,Credit card,420.56,4.76,21.03,4.50
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,4.40,92.44,2019-01-29,18:15:00,Credit card,88.04,4.76,4.40,6.60
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.45,681.44,2019-01-28,13:53:00,Credit card,648.99,4.76,32.45,7.70
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.19,130.03,2019-03-26,18:37:00,Credit card,123.84,4.76,6.19,8.50
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.48,681.98,2019-03-24,18:27:00,Cash,649.50,4.76,32.48,5.20
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42:00,Credit card,742.20,4.76,37.11,4.30
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,4.22,88.70,2019-01-24,17:43:00,Cash,84.48,4.76,4.22,7.60
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.51,262.79,2019-02-25,18:37:00,Cash,250.28,4.76,12.51,9.50
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34:00,Cash,94.80,4.76,4.74,4.10
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.30,1,4.57,95.87,2019-02-14,14:42:00,Ewallet,91.30,4.76,4.57,9.20
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.26,299.37,2019-03-12,11:01:00,Ewallet,285.11,4.76,14.26,5.40
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.62,55.00,2019-03-26,19:44:00,Cash,52.38,4.76,2.62,5.80
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.64,202.34,2019-01-09,13:34:00,Ewallet,192.70,4.76,9.64,5.60
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.39,281.17,2019-01-02,20:08:00,Credit card,267.78,4.76,13.39,5.10
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.94,586.64,2019-01-15,15:01:00,Cash,558.70,4.76,27.94,5.80
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.77,184.09,2019-01-01,11:40:00,Ewallet,175.32,4.76,8.77,5.00
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7.79,163.61,2019-02-15,15:21:00,Cash,155.82,4.76,7.79,7.90
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.30,1,3.02,63.32,2019-02-28,17:38:00,Cash,60.30,4.76,3.02,6.00
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,3.95,82.89,2019-03-02,16:16:00,Credit card,78.94,4.76,3.95,5.00
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.49,31.23,2019-02-13,18:15:00,Credit card,29.74,4.76,1.49,8.90
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,1.07,22.39,2019-01-26,12:43:00,Cash,21.32,4.76,1.07,5.90
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,14.07,295.41,2019-01-30,11:32:00,Credit card,281.34,4.76,14.07,5.90
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,3.66,76.92,2019-01-27,18:08:00,Ewallet,73.26,4.76,3.66,9.70
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.12,23.50,2019-01-30,17:08:00,Credit card,22.38,4.76,1.12,8.60
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.80,688.72,2019-01-08,19:38:00,Cash,655.92,4.76,32.80,4.00
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.10,6,29.73,624.33,2019-01-19,13:11:00,Cash,594.60,4.76,29.73,4.20
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.10,1,3.71,77.81,2019-01-25,11:05:00,Cash,74.10,4.76,3.71,9.20
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.85,206.81,2019-02-19,10:12:00,Ewallet,196.96,4.76,9.85,9.20
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.62,390.95,2019-01-14,15:42:00,Ewallet,372.33,4.76,18.62,5.00
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.40,554.30,2019-02-25,11:58:00,Ewallet,527.90,4.76,26.40,10.00
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.99,503.74,2019-01-23,14:21:00,Ewallet,479.75,4.76,23.99,8.80
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.43,345.02,2019-02-16,10:52:00,Cash,328.59,4.76,16.43,4.20
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.45,177.41,2019-01-01,19:31:00,Cash,168.96,4.76,8.45,6.30
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.66,118.90,2019-03-07,18:35:00,Cash,113.24,4.76,5.66,8.20
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.28,362.82,2019-02-15,13:51:00,Cash,345.54,4.76,17.28,5.10
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.43,450.10,2019-01-23,12:35:00,Cash,428.67,4.76,21.43,5.00
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.31,90.58,2019-02-20,13:24:00,Ewallet,86.27,4.76,4.31,7.00
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.28,26.80,2019-01-08,18:06:00,Ewallet,25.52,4.76,1.28,7.80
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.08,106.60,2019-03-17,11:55:00,Credit card,101.52,4.76,5.08,4.30
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.87,375.36,2019-01-12,11:42:00,Cash,357.49,4.76,17.87,7.00
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.94,250.71,2019-01-08,14:30:00,Cash,238.77,4.76,11.94,6.60
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.07,106.50,2019-01-26,15:11:00,Ewallet,101.43,4.76,5.07,7.30
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.21,760.45,2019-03-15,14:48:00,Credit card,724.24,4.76,36.21,6.50
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.28,131.92,2019-01-17,12:36:00,Ewallet,125.64,4.76,6.28,4.90
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.65,76.58,2019-01-08,19:09:00,Credit card,72.93,4.76,3.65,4.30
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.92,271.28,2019-01-06,13:35:00,Ewallet,258.36,4.76,12.92,9.30
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.69,182.43,2019-02-16,10:33:00,Credit card,173.74,4.76,8.69,7.10
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.50,1,2.83,59.33,2019-03-13,15:45:00,Ewallet,56.50,4.76,2.83,9.60
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.72,225.02,2019-01-28,11:51:00,Cash,214.30,4.76,10.72,6.20
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561.08,2019-01-18,17:26:00,Cash,534.36,4.76,26.72,9.90
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.66,97.82,2019-03-19,11:52:00,Credit card,93.16,4.76,4.66,5.90
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.10,548.18,2019-03-15,14:04:00,Ewallet,522.08,4.76,26.10,6.30
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.62,54.97,2019-02-12,17:49:00,Cash,52.35,4.76,2.62,4.00
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.99,41.74,2019-02-25,20:19:00,Cash,39.75,4.76,1.99,6.10
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.01,756.17,2019-03-21,16:08:00,Credit card,720.16,4.76,36.01,4.50
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.10,8,4.84,101.64,2019-01-19,10:17:00,Ewallet,96.80,4.76,4.84,8.60
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.61,348.71,2019-01-08,14:25:00,Ewallet,332.10,4.76,16.61,6.00
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.07,85.51,2019-03-30,12:51:00,Credit card,81.44,4.76,4.07,9.50
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,16.00,335.90,2019-02-20,15:18:00,Credit card,319.90,4.76,16.00,9.90
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,2019-03-30,12:45:00,Ewallet,206.52,4.76,10.33,7.50
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.33,175.01,2019-03-19,13:37:00,Cash,166.68,4.76,8.33,7.60
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.95,335.01,2019-01-13,10:03:00,Cash,319.06,4.76,15.95,5.00
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.90,1,4.40,92.30,2019-02-05,19:42:00,Ewallet,87.90,4.76,4.40,6.70
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.74,771.44,2019-03-23,13:14:00,Ewallet,734.70,4.76,36.74,9.50
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.88,102.40,2019-03-13,12:47:00,Ewallet,97.52,4.76,4.88,6.80
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,19:53:00,Ewallet,769.20,4.76,38.46,5.60
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.92,439.22,2019-02-21,10:26:00,Cash,418.30,4.76,20.92,7.20
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.16,486.44,2019-02-07,15:06:00,Cash,463.28,4.76,23.16,8.10
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.12,485.57,2019-03-02,16:35:00,Credit card,462.45,4.76,23.12,8.60
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.10,149.00,2019-03-06,20:57:00,Cash,141.90,4.76,7.10,9.40
